UNOS_Field_#,UNOS_Source_Concept,UNOS_Name,UNOS_Lookup,OMOP_Concept_ID,OMOP_Concept_Name,OMOP_Domain,OMOP_Concept_Class,OMOP_Vocabulary
36,Academic Progress:,academic_prg,lkup_academic_prg,4153214,Academic progress,Observation,Observable Entity,SNOMED
37,Academic Activity Level:,academic_level,lkup_academic_activity_level,,,,,
38,Primary Insurance at Follow-up:,pri_payment,lkup_prim_src_pay,46235654,Primary insurance,Measurement,Clinical Observation,LOINC
39,Foreign Government//Specify:,pri_payment_ctry,lkup_ctry,,,,,
40,Height:,hgt_cm,,3036277,Body height,Measurement,Clinical Observation,LOINC
41,Height//ST=,hgt_cm_i,lkup_field_stat_cd,,,,,
42,Height Percentile//Growth Percentiles//%ile,cdc_growth_hgt,,3036798,Body height [Percentile],Measurement,Clinical Observation,LOINC
43,Weight:,wgt_kg,,3025315,Body weight,Measurement,Clinical Observation,LOINC
44,Weight//ST=,wgt_kg_i,lkup_field_stat_cd,,,,,
45,Weight Percentile//Growth Percentiles//%ile,cdc_growth_wgt,,3013131,Body weight [Percentile] Per age,Measurement,Clinical Observation,LOINC
46,BMI:,bmi,,3038553,Body mass index,Measurement,Clinical Observation,LOINC
47,BMI://%ile,cdc_growth_bmi,,,,,,
48,Dialysis Since Last Follow-Up:,dial_ty,lkup_dial_mntdial,,,,,
49,Date Maintenance Dialysis Resumed:,resum_maint_dial_dt,,,,,,
50,"If Functioning, Most Recent Serum Creatinine:",creat,,,,,,
51,"If Functioning, Most Recent Serum Creatinine://ST=",creat_i,lkup_field_stat_cd,,,,,
52,Pancreas Graft Status:,grf_stat_pa,,,,,,
53,Method of blood sugar control:,meth_blood_sug_ctl,lkup_meth_blood_sug_ctl_multi,4301936,Blood glucose management,Procedure,Procedure,SNOMED
54,Date insulin/medication resumed:,medication_res_dt,,4082385,Restart of medication,Procedure,Procedure,SNOMED
55,Pancreas Primary Causes of Graft Failure,grf_fail_cause_ty_pa,lkup_pa_caus_grffail_fol,,,,,
56,Specify:,grf_fail_cause_pa_ostxt,,,,,,
57,Pancreas Graft/Vascular Thrombosis,grf_vasc_thromb_pa,,,,,,
58,Pancreas Infection,infect_pa,,,,,,
59,Pancreas Bleeding,bleed,,4319445,Hemorrhage of pancreas,Condition,Clinical Finding,SNOMED
60,Anastomotic Leak,anast_lk,,4341772,Pancreatic anastomotic leak,Condition,Clinical Finding,SNOMED
61,Pancreas Rejection: Acute,rej_acute_pa,,4200464,Acute rejection of pancreas transplant,Condition,Clinical Finding,SNOMED
62,Pancreas Chronic Rejection,rej_chronic_pa,,4198472,Chronic rejection of pancreas transplant,Condition,Clinical Finding,SNOMED
63,Biopsy Proven Isletitis,biop_islet,,,,,,
64,Pancreatitis,pancreatit,,4192640,Pancreatitis,Condition,Clinical Finding,SNOMED
65,Patient Noncompliance,px_non_compl_pa,,4175212,Patient noncompliance - general,Observation,Context-dependent,SNOMED
66,"Other, Specify:",oth_grf_fail_cause_pa_ostxt,,,,,,
67,Conv. From Bladder to Enteric Drain Performed:,enteric_drain,,,,,,
68,Enteric Drain Date:,enteric_drain_dt,,,,,,
69,Did patient have any kidney acute rejection episodes during the follow-up period:,acute_rej_epi,lkup_acute_rej_epi_fol,4128371,Acute rejection of renal transplant,Condition,Clinical Finding,SNOMED
70,Did patient have any pancreas acute rejection episodes during the follow-up period:,acute_rej_epi_pa,lkup_acute_rej_epi_fol,4200464,Acute rejection of pancreas transplant,Condition,Clinical Finding,SNOMED
71,Pancreatitis,compl_pancrea,,4192640,Pancreatitis,Condition,Clinical Finding,SNOMED
72,Anastomotic Leak,compl_anaslk,,4341772,Pancreatic anastomotic leak,Condition,Clinical Finding,SNOMED
73,Abscess or Local Infection:,compl_absc,,444202,Abscess,Condition,Clinical Finding,SNOMED
74,"Other, Specify:",oth_compl_ostxt,,,,,,
75,CMV IgG:,cmv_IgG,,3016816,Cytomegalovirus IgG Ab [Presence] in Serum,Measurement,Lab Test,LOINC
76,CMV IgM:,cmv_IgM,,3013332,Cytomegalovirus IgM Ab [Presence] in Serum,Measurement,Lab Test,LOINC
77,Post Transplant Malignancy:,malig,,,,,,
78,Donor Related:,malig_don_rel,,,,,,
79,Recurrence of Pre-Tx Tumor:,malig_pretx_tumor,,4097297,Recurrent tumor,Measurement,Clinical Finding,SNOMED
80,De Novo Solid Tumor:,malig_denovo_tumor,,,,,,
81,De Novo Lymphoproliferative disease and Lymphoma:,malig_denovo_lymph,,42872948,Post transplant lymphoproliferative disorder,Observation,Morph Abnormality,SNOMED
82,Were any medications given during the follow-up period for maintenance:,immuno_maint_med,lkup_immuno_maint_response,4253378,Immunosuppressive therapy for transplant,Procedure,Procedure,SNOMED
83,PX ID-RECORD KEY,px_id,,,,,,
84,TRR ID-RECORD KEY,trr_id,,,,,,
85,Status,status,lkup_form_status,4138595,Status,Observation,Attribute,SNOMED
86,Add Date,add_dt,,,,,,
87,Change Date,chg_dt,,,,,,
88,Follow-up Provider Number,provider_num,,,,,,
89,**Is growth hormone therapy used during this followup period:,growth_hormone,,,,,,
90,**Cognitive Development:,cognitive_dev,lkup_cognitive_development,4137543,Cognitive developmental delay,Condition,Clinical Finding,SNOMED
91,**Motor Development:,motor_dev,lkup_motor_development,44804870,Motor developmental delay,Condition,Clinical Finding,SNOMED
92,**Date of Measurement:,measurement_dt,,4048365,Measurement,Measurement,Procedure,SNOMED
93,**Coronary Artery Disease Since Last Follow Up:,corart,,317576,Coronary arteriosclerosis,Condition,Clinical Finding,SNOMED
94,**New diabetes onset between last follow-up to the current follow-up:,diabetes_during,,,,,,
95,"**If yes, insulin dependent:",insulin_dependent,,201254,Type 1 diabetes mellitus,Condition,Clinical Finding,SNOMED
96,**Fracture in the past year (or since last follow-up):,frac_pastyr,,,,,,
97,**Specify Location and number of fractures//Spine-compression fracture:,frac_spine,,,,,,
98,**Spine-compression fracture//# of fractures:,frac_spine_num,,,,,,
99,**Specify Location and number of fractures//Extremity:,frac_extrem,,,,,,
100,**Extremity//# of fractures:,frac_extrem_num,,,,,,
101,**Specify Location and number of fractures//Other:,frac_other,,,,,,
102,**Other//# of fractures:,frac_other_num,,,,,,
103,**AVN (avascular necrosis):,avn,,4287786,Avascular necrosis of bone,Condition,Clinical Finding,SNOMED
104,Recovering OPO:,opo_ctr_cd,,,,,,
105,HIV Serology,HIV_Serology,lkup_serology_stat_fol,40758406,HIV status,Measurement,Clinical Observation,LOINC
106,HIV NAT,HIV_NAT,lkup_serology_stat_fol,4160613,HIV 1 nucleic acid assay,Measurement,Procedure,SNOMED
107,HbsAg,HbsAg,lkup_serology_stat_fol,4168615,Hepatitis B surface antigen measurement,Measurement,Procedure,SNOMED
108,HBV DNA,HBV_DNA,lkup_serology_stat_fol,3045140,Hepatitis B virus DNA [Mass/volume] in Serum,Measurement,Lab Test,LOINC
109,HBV Core Antibody,HBV_Core,lkup_serology_stat_fol,3021879,Hepatitis B virus core Ab [Presence] in Serum,Measurement,Lab Test,LOINC
110,HCV Serology,HCV_Serology,lkup_serology_stat_fol,3007685,Hepatitis C virus Ab [Units/volume] in Serum,Measurement,Lab Test,LOINC
111,HCV NAT,HCV_NAT,lkup_serology_stat_fol,4162833,Hepatitis C nucleic acid assay,Measurement,Procedure,SNOMED
112,Pancreas Date of Failure,grf_fail_dt_pa,,,,,,
113,"Other, Specify//Specify",grf_fail_cause_ki_ostxt,,,,,,
114,Kidney Primary Cause of Graft Failure:,grf_fail_cause_ty_ki,lkup_ki_caus_grffail_fol,,,,,
115,Kidney Date of Failure:,grf_fail_dt_ki,,,,,,
116,Kidney Graft Status:,grf_stat_ki,,,,,,
