UNOS_Field_#,UNOS_Source_Concept,UNOS_Name,UNOS_Lookup,OMOP_Concept_ID,OMOP_Concept_Name,OMOP_Domain,OMOP_Concept_Class,OMOP_Vocabulary
83,Weight Percentile//Growth Percentiles//%ile,cdc_growth_wgt,,3013131,Body weight [Percentile] Per age,Measurement,Clinical Observation,LOINC
84,BMI:,bmi,,3038553,Body mass index,Measurement,Clinical Observation,LOINC
85,BMI://%ile,cdc_growth_bmi,,,,,,
86,Are any medications given currently for maintenance or anti-rejection:,immuno_maint_med,,4253378,Immunosuppressive therapy for transplant,Procedure,Procedure,SNOMED
87,PX ID-RECORD KEY:,px_id,,,,,,
88,TX ID-Record Key:,tx_id,,,,,,
89,Transfer UNOS Provider Num:,provider_num,,,,,,
90,Transfer Date:,txfer_dt,,4030023,Patient transfer,Observation,Procedure,SNOMED
91,Status:,status,lkup_form_status,4138595,Status,Observation,Attribute,SNOMED
92,Add Date,add_dt,,,,,,
93,Change Date,chg_dt,,,,,,
94,TxCenter Provider Number,provider_num,,,,,,
95,HIV Serostatus:,hiv_serostatus,,40758406,HIV status,Measurement,Clinical Observation,LOINC
96,HCV Serostatus:,HCV_serostatus,,40758405,Hepatitis C virus status,Measurement,Clinical Observation,LOINC
97,EBV Serostatus:,EBV_serostatus,,3053307,Epstein Barr virus Ab [Titer] in Serum,Measurement,Lab Test,LOINC
98,Cognitive Development:,cognitive_dev,lkup_cognitive_development,4137543,Cognitive developmental delay,Condition,Clinical Finding,SNOMED
99,Motor Development:,motor_dev,lkup_motor_development,44804870,Motor developmental delay,Condition,Clinical Finding,SNOMED
100,Date of Measurement:,measurement_dt,,4048365,Measurement,Measurement,Procedure,SNOMED
101,Fracture in the past year (or since last follow-up):,frac_pastyr,,,,,,
102,Specify Location and number of fractures//Spine-compression fracture:,frac_spine,,,,,,
103,Spine-compression fracture//# of fractures:,frac_spine_num,,,,,,
104,Specify Location and number of fractures//Extremity:,frac_extrem,,,,,,
105,Extremity//# of fractures:,frac_extrem_num,,,,,,
106,Specify Location and number of fractures//Other:,frac_other,,,,,,
107,Other//# of fractures:,frac_other_num,,,,,,
108,AVN (avascular necrosis):,avn,,4287786,Avascular necrosis of bone,Condition,Clinical Finding,SNOMED
109,Is growth hormone therapy used between listing and transplant:,growth_hormone,,,,,,
110,CMV Status,cmv_status,,40758408,Cytomegalovirus status,Measurement,Clinical Observation,LOINC
111,HBV Surface Antibody Total,hbv_surf_total,,3017797,Hepatitis B virus surface Ab [Presence] in Serum,Measurement,Lab Test,LOINC
112,Recovering OPO:,opo_ctr_cd,,,,,,
113,Left Kidney Final resistance at transplant:,l_fin_resist_tx,,,,,,
114,Left Kidney Final resistance at tx//ST=,l_fin_resist_tx_i,lkup_field_stat_cd,,,,,
115,Right Kidney Final resistance at transplant:,r_fin_resist_tx,,,,,,
116,Right Kidney Final resistance at tx//ST=,r_fin_resist_tx_i,lkup_field_stat_cd,,,,,
117,Left Kidney Final flow rate at transplant:,l_fin_flow_rate_tx,,,,,,
118,Left Kidney Final flow rate at tx//ST=,l_fin_flow_rate_tx_i,lkup_field_stat_cd,,,,,
119,Right Kidney Final flow rate at transplant:,r_fin_flow_rate_tx,,,,,,
120,Right Kidney Final flow rate at tx//ST=,r_fin_flow_rate_tx_i,lkup_field_stat_cd,,,,,
121,Primary Cause of Graft Failure//Specify:,grf_fail_cause_ostxt,,,,,,
122,Graft Status:,grf_stat,,3043225,Functional status of graft,Measurement,Clinical Observation,LOINC
123,Previous Transplant Graft Fail Date//Date of Graft Failure:,grf_fail_dt,,,,,,
124,Primary Cause of Graft Failure:,grf_fail_cause_ty,lkup_ki_caus_grffail,,,,,
