UNOS_Field_#,UNOS_Source_Concept,UNOS_Name,UNOS_Lookup,OMOP_Concept_ID,OMOP_Concept_Name,OMOP_Domain,OMOP_Concept_Class,OMOP_Vocabulary
37,Previous Transplant//Graft Fail Date,grf_fail_dt,,,,,,
38,Previous Pancreas Islet Infusion:,prev_pi_tx,,,,,,
39,Source of Payment//Primary:,pri_payment,lkup_prim_src_pay,40771048,Payment source [ESRD],Observation,Survey,LOINC
40,Foreign Government//Specify:,pri_payment_ctry,lkup_ctry,,,,,
41,Height in cm://Height:,hgt_cm,,3036277,Body height,Measurement,Clinical Observation,LOINC
42,Height Status//ST=,hgt_cm_i,lkup_field_stat_cd,,,,,
43,Height Growth percentiles//%ile,cdc_growth_hgt,,3036798,Body height [Percentile],Measurement,Clinical Observation,LOINC
44,Weight in kg://Weight:,wgt_kg,,3025315,Body weight,Measurement,Clinical Observation,LOINC
45,Weight Status//ST=,wgt_kg_i,lkup_field_stat_cd,,,,,
46,Weight Growth percentiles//%ile,cdc_growth_wgt,,3013131,Body weight [Percentile] Per age,Measurement,Clinical Observation,LOINC
47,BMI:,bmi,,3038553,Body mass index,Measurement,Clinical Observation,LOINC
48,BMI://%ile,cdc_growth_bmi,,,,,,
49,ABO Blood Group:,abo,lkup_abo,3002529,ABO group [Type] in Blood,Measurement,Lab Test,LOINC
50,Primary Diagnosis:,dgn,lkup_in_dgn,3001410,Primary diagnosis,Observation,Claims Attachment,LOINC
51,Primary Diagnosis//Specify:,dgn_ostxt,,,,,,
52,Secondary Diagnosis:,dgn2,lkup_in_dgn,21494573,Secondary diagnosis,Measurement,Clinical Observation,LOINC
53,Secondary Diagnosis//Specify:,dgn2_ostxt,,,,,,
54,Diabetes:,diab,lkup_diab_ty,201820,Diabetes mellitus,Condition,Clinical Finding,SNOMED
55,Any previous Malignancy:,prev_malig,,4144289,H/O: malignant neoplasm,Observation,Context-dependent,SNOMED
56,Any previous Malignancy//Specify Type:,prev_malig_ty,lkup_malig_LIIN_multi,,,,,
57,Any previous Malignancy//Specify:,prev_malig_ty_ostxt,,,,,,
58,History of Portomesenteric Vein Thrombosis:,portal_vein,,,,,,
59,Recipient Center,provider_num,,,,,,
60,Status,status,lkup_form_status,4138595,Status,Observation,Attribute,SNOMED
61,Add Date,add_dt,,,,,,
62,Change Date,chg_dt,,,,,,
63,Otis Regid,otis_regid,,,,,,
64,Variceal Bleeding within Last Two Weeks:,varic_bleed,,,,,,
65,Recurrent sepsis:,recurr_sepsis,,,,,,
66,Fungal sepsis:,fungal_sepsis,,44784138,Sepsis due to fungus,Condition,Clinical Finding,SNOMED
67,Unmanageable fluid-electrolyte losses:,electrolyte,,4077438,Electrolyte depletion,Condition,Clinical Finding,SNOMED
68,Non-Reconstructible GI tract:,nonrecon_gi,,,,,,
69,Total Bilirubin:,tbili,,3024128,Total Bilirubin serum/plasma,Measurement,Lab Test,LOINC
70,Total Bilirubin://ST=,tbili_i,lkup_field_stat_cd,,,,,
71,Loss of two or more vascular access sites:,loss_vasc_access,,,,,,
72,Date of Measurement:,measurement_dt,,4048365,Measurement,Measurement,Procedure,SNOMED
73,Cognitive Development:,cognitive_dev,lkup_cognitive_development,4137543,Cognitive developmental delay,Condition,Clinical Finding,SNOMED
74,Motor Development:,motor_dev,lkup_motor_development,44804870,Motor developmental delay,Condition,Clinical Finding,SNOMED
75,Country of Permanent Residence:,citizen_country,lkup_ctry,,,,,
76,Year of Entry to the U.S//ST=,yr_entry_us_i,lkup_field_stat_cd,,,,,
