UNOS_Field_#,UNOS_Source_Concept,UNOS_Name,UNOS_Lookup,OMOP_Concept_ID,OMOP_Concept_Name,OMOP_Domain,OMOP_Concept_Class,OMOP_Vocabulary
36,Academic Activity Level:,academic_level,lkup_academic_activity_level,,,,,
37,Primary Insurance at Follow-up:,pri_payment,lkup_prim_src_pay,46235654,Primary insurance,Measurement,Clinical Observation,LOINC
38,Foreign Government//Specify:,pri_payment_ctry,lkup_ctry,,,,,
39,Height:,hgt_cm,,3036277,Body height,Measurement,Clinical Observation,LOINC
40,Height//ST=,hgt_cm_i,lkup_field_stat_cd,,,,,
41,Height Percentile//Growth Percentiles//%ile,cdc_growth_hgt,,3036798,Body height [Percentile],Measurement,Clinical Observation,LOINC
42,Weight:,wgt_kg,,3025315,Body weight,Measurement,Clinical Observation,LOINC
43,Weight//ST=,wgt_kg_i,lkup_field_stat_cd,,,,,
44,Weight Percentile//Growth Percentiles//%ile,cdc_growth_wgt,,3013131,Body weight [Percentile] Per age,Measurement,Clinical Observation,LOINC
45,BMI:,bmi,,3038553,Body mass index,Measurement,Clinical Observation,LOINC
46,BMI://%ile,cdc_growth_bmi,,,,,,
47,Pathology confirmed liver diagnosis at hospital discharge:,dgn2,lkup_li_dgn,,,,,
48,Pathology confirmed liver diagnosis at hospital discharge//Specify:,dgn2_ostxt,,,,,,
49,Graft Status:,grf_stat,,3043225,Functional status of graft,Measurement,Clinical Observation,LOINC
50,Date of Failure:,grf_fail_dt,,,,,,
51,Denovo Hepatitis,hep_denovo,,,,,,
52,Recurrent Hepatitis:,hep_recur,,4026126,Recurrent hepatitis,Condition,Clinical Finding,SNOMED
53,Recurrent Disease:,recur_disease,,,,,,
54,Acute Rejection:,rej_acute,,4331678,Acute rejection of liver transplant,Clinical Finding,Condition,SNOMED
55,Chronic Rejection:,rej_chronic,,,,,,
56,Infection:,infect,,4170296,Graft infection,Condition,Clinical Finding,SNOMED
57,"Primary Cause of Graft Failure//Other, Specify:",grf_fail_cause_ostxt,,,,,,
58,Did patient have any acute rejection episodes during the follow-up period:,acute_rej_epi,lkup_acute_rej_epi_fol,,,,,
59,New diabetes onset between last follow-up to the current follow-up:,diabetes_during,,,,,,
60,Insulin dependent:,insulin_dependent,,3046418,Insulin dependent diabetes mellitus [Presence],Measurement,Lab Test,LOINC
61,Lab Date:,lab_dt,,4034850,Laboratory test,Measurement,Procedure,SNOMED
62,Total Bilirubin:,tbili,,3024128,Total Bilirubin serum/plasma,Measurement,Lab Test,LOINC
63,Total Bilirubin://ST=,tbili_i,lkup_field_stat_cd,,,,,
64,Serum Creatinine:,creat,,3016723,Creatinine serum/plasma,Measurement,Lab Test,LOINC
65,Serum Creatinine://ST=,creat_i,lkup_field_stat_cd,,,,,
66,Post Transplant Malignancy:,malig,,,,,,
67,Donor Related:,malig_don_rel,,,,,,
68,Recurrence of Pre-Tx Tumor:,malig_pretx_tumor,,4097297,Recurrent tumor,Measurement,Clinical Finding,SNOMED
69,De Novo Solid Tumor:,malig_denovo_tumor,,,,,,
70,De Novo Lymphoproliferative disease and Lymphoma:,malig_denovo_lymph,,42872948,Post transplant lymphoproliferative disorder,Observation,Morph Abnormality,SNOMED
71,Were any medications given during the follow-up period for maintenance:,immuno_maint_med,lkup_immuno_maint_response,4253378,Immunosuppressive therapy for transplant,Procedure,Procedure,SNOMED
72,PX ID-RECORD KEY,px_id,,,,,,
73,TRR ID-RECORD KEY,trr_id,,,,,,
74,Status,status,lkup_form_status,4138595,Status,Observation,Attribute,SNOMED
75,Add Date,add_dt,,,,,,
76,Change Date,chg_dt,,,,,,
77,Follow-up Provider Number,provider_num,,,,,,
78,**Cognitive Development:,cognitive_dev,lkup_cognitive_development,4137543,Cognitive developmental delay,Condition,Clinical Finding,SNOMED
79,**Motor Development:,motor_dev,lkup_motor_development,44804870,Motor developmental delay,Condition,Clinical Finding,SNOMED
80,**Date of Measurement:,measurement_dt,,4048365,Measurement,Measurement,Procedure,SNOMED
81,**Coronary Artery Disease Since Last Follow Up:,corart,,317576,Coronary arteriosclerosis,Condition,Clinical Finding,SNOMED
82,**Hepatic Artery Thrombosis:,hepatic_art_throm,,4223098,Hepatic artery thrombosis,Condition,Clinical Finding,SNOMED
83,**Hepatic outflow obstruction:,hepatic_out_obs,,196715,Budd-Chiari syndrome,Condition,Clinical Finding,SNOMED
84,**Portal vein thrombosis:,portal_vein_throm,,199837,Portal vein thrombosis,Condition,Clinical Finding,SNOMED
85,**Primary Non-Function:,grf_nf,,,,,,
86,**Other Vascular Thrombosis:,grf_ovt,,,,,,
87,**Diffuse Cholangiopathy:,grf_dc,,,,,,
88,Recovering OPO:,opo_ctr_cd,,,,,,
89,HIV Serology,HIV_Serology,lkup_serology_stat_fol,40758406,HIV status,Measurement,Clinical Observation,LOINC
90,HIV NAT,HIV_NAT,lkup_serology_stat_fol,4160613,HIV 1 nucleic acid assay,Measurement,Procedure,SNOMED
91,HbsAg,HbsAg,lkup_serology_stat_fol,4168615,Hepatitis B surface antigen measurement,Measurement,Procedure,SNOMED
92,HBV DNA,HBV_DNA,lkup_serology_stat_fol,3045140,Hepatitis B virus DNA [Mass/volume] in Serum,Measurement,Lab Test,LOINC
93,HBV Core Antibody,HBV_Core,lkup_serology_stat_fol,3021879,Hepatitis B virus core Ab [Presence] in Serum,Measurement,Lab Test,LOINC
94,HCV Serology,HCV_Serology,lkup_serology_stat_fol,3007685,Hepatitis C virus Ab [Units/volume] in Serum,Measurement,Lab Test,LOINC
95,HCV NAT,HCV_NAT,lkup_serology_stat_fol,4162833,Hepatitis C nucleic acid assay,Measurement,Procedure,SNOMED
