UNOS_Field_#,UNOS_Source_Concept,UNOS_Name,UNOS_Lookup,OMOP_Concept_ID,OMOP_Concept_Name,OMOP_Domain,OMOP_Concept_Class,OMOP_Vocabulary
83,Organ Type//Large Intestine,org_ty_lg_in,,4033554,Large intestinal structure,Spec Anatomic Site,Body Structure,SNOMED
84,"Total Ischemic Time (include cold, warm and anastomotic time):",totisch,,,,,,
85,"Total ischemia Time Hours (include cold, warm and anastomotic time)//ST=",totisch_i,lkup_field_stat_cd,,,,,
86,Recent Septicemia:,rec_sept,,4000938,Bacterial sepsis,Condition,Clinical Finding,SNOMED
87,Exhausted Vascular Access:,exh_vasc,,,,,,
88,Previous Abdominal Surgery:,prev_ab_surg,,4058848,H/O: major abdominal surgery,Observation,Context-dependent,SNOMED
89,Dilated/Non-Functional Bowel Segments:,dil_bowel_seg,,,,,,
90,Other:,oth_risk_ostxt,,45878142,Other,Meas Value,Answer,LOINC
91,Graft Status:,grf_stat,,,,,,
92,TPN Dependent:,tpn_depnd,,,,,,
93,IV Dependent:,iv_depnd,,4096831,Intravenous feeding of patient,Procedure,Procedure,SNOMED
94,Oral Feeding:,oral_feed,,,,,,
95,Tube Feed:,tube_feed,,4263536,Tube feeding of patient,Procedure,Procedure,SNOMED
96,Date of Graft Failure:,grf_fail_dt,,,,,,
97,Primary Cause of Graft Failure:,grf_fail_cause_ty,lkup_in_caus_grffail,,,,,
98,Primary Cause of Graft Failure//Specify:,grf_fail_cause_ostxt,,,,,,
99,Did patient have any acute rejection episodes between transplant and discharge:,acute_rej_epi,Lkup_acute_rej_epi,,,,,
100,Are any medications given currently for maintenance or anti-rejection:,immuno_maint_med,,4253378,Immunosuppressive therapy for transplant,Procedure,Procedure,SNOMED
101,PX ID-RECORD KEY:,px_id,,,,,,
102,TX ID-Record Key:,tx_id,,,,,,
103,Transfer UNOS Provider Num:,provider_num,,,,,,
104,Transfer Date:,txfer_dt,,4030023,Patient transfer,Observation,Procedure,SNOMED
105,Status:,status,lkup_form_status,4138595,Status,Observation,Attribute,SNOMED
106,Add Date,add_dt,,,,,,
107,Change Date,chg_dt,,,,,,
108,TxCenter Provider Number,provider_num,,,,,,
109,HIV Serostatus:,hiv_serostatus,,40758406,HIV status,Measurement,Clinical Observation,LOINC
110,HCV Serostatus:,HCV_serostatus,,40758405,Hepatitis C virus status,Measurement,Clinical Observation,LOINC
111,EBV Serostatus:,EBV_serostatus,,3053307,Epstein Barr virus Ab [Titer] in Serum,Measurement,Lab Test,LOINC
112,Cognitive Development:,cognitive_dev,lkup_cognitive_development,4137543,Cognitive developmental delay,Condition,Clinical Finding,SNOMED
113,Motor Development:,motor_dev,lkup_motor_development,44804870,Motor developmental delay,Condition,Clinical Finding,SNOMED
114,Date of Measurement:,measurement_dt,,4048365,Measurement,Measurement,Procedure,SNOMED
115,CMV Status,cmv_status,,40758408,Cytomegalovirus status,Measurement,Clinical Observation,LOINC
116,HBV Surface Antibody Total,hbv_surf_total,,3017797,Hepatitis B virus surface Ab [Presence] in Serum,Measurement,Lab Test,LOINC
117,Recovering OPO:,opo_ctr_cd,,,,,,
