UNOS_Field_#,UNOS_Source_Concept,UNOS_Name,UNOS_Lookup,OMOP_Concept_ID,OMOP_Concept_Name,OMOP_Domain,OMOP_Concept_Class,OMOP_Vocabulary
32,Life Support:VAD Brand1//Specify:,vad_brand1_ostxt,,,,,,
33,Life Support:VAD Brand2//Specify:,vad_brand2_ostxt,,,,,,
34,Functional Status:,func_stat,lkup_func_stat_2005,40757653,Functional status,Observation,Survey,LOINC
35,Working for income:,work_income,,4126861,Working,Observation,Qualifier Value,SNOMED
36,Academic Progress:,academic_prg,Lkup_academic_prg,4153214,Academic progress,Observation,Observable Entity,SNOMED
37,Academic Activity Level:,academic_level,Lkup_academic_Activity_Level,,,,,
38,Previous Transplant//Organ,don_org,,,,,,
39,Previous Transplant//Date,tx_dt,,,,,,
40,Previous Transplant//Graft Fail Date,grf_fail_dt,,,,,,
41,Previous Transplant//Organ,don_org,,,,,,
42,Previous Transplant//Date,tx_dt,,,,,,
43,Previous Transplant//Graft Fail Date,grf_fail_dt,,,,,,
44,Previous Transplant//Organ,don_org,,,,,,
45,Previous Transplant//Date,tx_dt,,,,,,
46,Previous Transplant//Graft Fail Date,grf_fail_dt,,,,,,
47,Source of Payment//Primary:,pri_payment,lkup_prim_src_pay,40771048,Payment source [ESRD],Observation,Survey,LOINC
48,Foreign Government//Specify:,pri_payment_ctry,lkup_ctry,,,,,
49,Height in cm://Height:,hgt_cm,,3036277,Body height,Measurement,Clinical Observation,LOINC
50,Height Status//ST=,hgt_cm_i,lkup_field_stat_cd,,,,,
51,Height Growth percentiles//%ile,cdc_growth_hgt,,3036798,Body height [Percentile],Measurement,Clinical Observation,LOINC
52,Weight in kg://Weight:,wgt_kg,,3025315,Body weight,Measurement,Clinical Observation,LOINC
53,Weight Status//ST=,wgt_kg_i,lkup_field_stat_cd,,,,,
54,Weight Growth percentiles//%ile,cdc_growth_wgt,,3013131,Body weight [Percentile] Per age,Measurement,Clinical Observation,LOINC
55,BMI:,bmi,,3038553,Body mass index,Measurement,Clinical Observation,LOINC
56,BMI://%ile,cdc_growth_bmi,,,,,,
57,ABO Blood Group:,abo,lkup_abo,3002529,ABO group [Type] in Blood,Measurement,Lab Test,LOINC
58,Primary Diagnosis:,dgn,lkup_th_dgn,3001410,Primary diagnosis,Observation,Claims Attachment,LOINC
59,Primary Diagnosis//Specify:,dgn_ostxt,,,,,,
60,Diabetes:,diab,lkup_diab_ty,201820,Diabetes mellitus,Condition,Clinical Finding,SNOMED
61,Any previous Malignancy:,prev_malig,,4144289,H/O: malignant neoplasm,Observation,Context-dependent,SNOMED
62,Any previous Malignancy//Specify Type:,prev_malig_ty,lkup_malig_multi,,,,,
63,Any previous Malignancy//Specify:,prev_malig_ty_ostxt,,,,,,
64,Sudden Death:,sud_death,,4132309,Sudden death,Observation,Clinical Finding,SNOMED
65,Implantable Defibrillator:,impl_defibril,,4217646,Implantable defibrillator,Device,Physical Object,SNOMED
66,Exercise Oxygen Consumption:,exercise_o2,,,,,,
67,Exercise Oxygen Consumption//ST=,exercise_o2_i,lkup_field_stat_cd,,,,,
68,Pan-Resistant Bacterial Lung Infection:,resist_inf,,,,,,
69,PA (sys) mm/Hg:,hemo_sys,,3005606,Pulmonary artery Systolic blood pressure,Measurement,Clinical Observation,LOINC
70,PA (sys) mm/Hg//ST=,hemo_sys_i,lkup_field_stat_cd,,,,,
71,PA (sys) mm/Hg Inotropes/Vasodilators,inotrop_vaso_sys,,,,,,
72,PA (dia) mm/Hg:,hemo_dia,,3017188,Pulmonary artery Diastolic blood pressure,Measurement,Clinical Observation,LOINC
73,PA (dia) mm/Hg//ST=,hemo_dia_i,lkup_field_stat_cd,,,,,
74,PA (dia) mm/Hg Inotropes/Vasodilators,inotrop_vaso_dia,,,,,,
75,PA (mean) mm/Hg:,hemo_mn,,3028074,Pulmonary artery Mean blood pressure,Measurement,Clinical Observation,LOINC
76,PA (mean) mm/Hg//ST=,hemo_mn_i,lkup_field_stat_cd,,,,,
77,PA (mean) mm/Hg Inotropes/Vasodilators,inotrop_vaso_mn,,,,,,
78,PCW (mean) mm/Hg:,hemo_pcw,,,,,,
79,PCW (mean) mm/Hg//ST=,hemo_pcw_i,lkup_field_stat_cd,,,,,
80,PCW (mean) mm/Hg Inotropes/Vasodilators,inotrop_vaso_pcw,,,,,,
81,CO L/min:,hemo_co,,,,,,
82,CO L/min//ST=,hemo_co_i,lkup_field_stat_cd,,,,,
83,CO L/min Inotropes/Vasodilators,inotrop_vaso_co,,,,,,
84,History of Cigarette Use:,cig_use,,46274087,History of smoking,Observation,Context-dependent,SNOMED
85,Duration of Abstinence:,dur_abstain,lkup_cig_dur_abstinence,4043050,Time since stopped smoking,Observation,Observable Entity,SNOMED
86,Prior Cardiac Surgery (non-transplant):,prior_card_surg,,,,,,
87,"If yes, check all that apply:",prior_card_surg_type,lkup_card_surg_multi,,,,,
88,Prior Cardiac Surgery type//Specify:,prior_card_surg_type_ostxt,,,,,,
89,Status,status,lkup_form_status,4138595,Status,Observation,Attribute,SNOMED
90,Add Date,add_dt,,,,,,
91,Change Date,chg_dt,,,,,,
92,Otis Regid,otis_regid,,,,,,
93,Recipient Center,provider_num,,,,,,
94,Life Support://Intravenous Inotropes,inotropes,,,,,,
95,Prior Thoracic Surgery other than prior transplant:,prior_th_surg,,,,,,
96,"Prior Thoracic Surgery//If yes, number of prior sternotomies:",prior_sterno,,,,,,
97,"Prior Thoracic Surgery//If yes, number of prior thoracotomies:",prior_thoraco,,,,,,
98,Prior Thoracic Surgery//Prior congenital cardiac surgery:,prior_congen,,,,,,
99,"Prior congenital cardiac surgery//If yes, palliative surgery:",pall_surg,,4176643,Palliative procedure,Procedure,Procedure,SNOMED
100,"Prior congenital cardiac surgery//If yes, corrective surgery:",correct_surg,,,,,,
101,Date of Measurement:,measurement_dt,,4048365,Measurement,Measurement,Procedure,SNOMED
102,Cognitive Development:,cognitive_dev,lkup_cognitive_development,4137543,Cognitive developmental delay,Condition,Clinical Finding,SNOMED
103,Motor Development:,motor_dev,lkup_motor_development,44804870,Motor developmental delay,Condition,Clinical Finding,SNOMED
104,"Prior congenital cardiac surgery//If yes, single ventricular physiology:",single_vent_physiology,,,,,,
105,Total Serum Albumin:,tot_serum_album,,3024561,Albumin serum/plasma,Measurement,Lab Test,LOINC
106,Total Serum Albumin//ST=,tot_serum_album_i,lkup_field_stat_cd,,,,,
107,Country of Permanent Residence:,citizen_country,lkup_ctry,,,,,
108,Year of Entry to the U.S//ST=,yr_entry_us_i,lkup_field_stat_cd,,,,,
