UNOS_Field_#,UNOS_Source_Concept,UNOS_Name,UNOS_Lookup,OMOP_Concept_ID,OMOP_Concept_Name,OMOP_Domain,OMOP_Concept_Class,OMOP_Vocabulary
86,Arterial Reconstruction//Specify:,art_recon_ostxt,,,,,,
87,Venous Extension Graft:,ven_ext_grf,,,,,,
88,"TCI Right KI//Total Cold ischemia Time Right KI(OR EN-BLOC): (if pumped, include pump time):",cold_isch_pump_ki_rt,,,,,,
89,Total Cold Ischemia Time Right KI//ST=,cold_isch_pump_ki_rt_i,lkup_field_stat_cd,,,,,
90,"Total Cold Ischemia Time Left KI (If pumped, include pump time):",cold_isch_pump_ki_lt,,,,,,
91,Total Cold Ischemia Time Left KI//ST=,cold_isch_pump_ki_lt_i,lkup_field_stat_cd,,,,,
92,"Total Pancreas Preservation Time (include Cold, Warm, Anastomotic time):",pa_preserv_tm,,,,,,
93,"Total Pancreas Preservation Time (include Cold, Warm, Anastomotic time)//ST=",pa_preserv_tm_i,lkup_field_stat_cd,,,,,
94,Kidney(s) received on:,org_rec_on,lkup_org_rec_on,,,,,
95,Received on ice:,rec_on_ice,lkup_rec_on_ice,,,,,
96,Received on pump:,rec_on_pump,lkup_rec_on_pump,,,,,
97,Resumed Maintenance Dialysis:,resum_maint_dial,,,,,,
98,Date Maintenance Dialysis Resumed:,resum_maint_dial_dt,,,,,,
99,Did patient have any acute kidney rejection episodes between transplant and discharge:,acute_rej_epi_ki,Lkup_acute_rej_epi,,,,,
100,Most Recent Serum Creatinine Prior to Discharge:,serum_creat,,,,,,
101,Most Recent Serum Creatinine Prior to Discharge//ST=,serum_creat_i,lkup_field_stat_cd,,,,,
102,Patient Need Dialysis within First Week:,first_wk_dial,,,,,,
103,Pancreas Graft Status:,grf_stat_pa,,,,,,
104,Method of blood sugar control: (check all that apply),meth_blood_sug_ctl,lkup_meth_blood_sug_ctl_multi,,,,,
105,Pancreas Date of Graft Failure:,grf_fail_dt_pa,,,,,,
106,Pancreas Primary Cause of Graft Failure:,grf_fail_cause_ty_pa,lkup_pa_caus_grffail,,,,,
107,Pancreas Primary Cause of Graft Failure/Specify:,grf_fail_cause_pa_ostxt,,,,,,
108,Contributory Cause of Graft Failure// Pancreas Graft/Vascular Thrombosis:,grf_vasc_thromb_pa,,,,,,
109,Contributory Cause of Graft Failure// Pancreas Infection:,infect_pa,,,,,,
110,Contributory Cause of Graft Failure// Bleeding:,bleed,,,,,,
111,Contributory Cause of Graft Failure// Anastomotic Leak:,anast_lk,,,,,,
112,Contributory Cause of Graft Failure// Hyperacute Rejection:,rej_hyper_pa,,,,,,
113,Contributory Cause of Graft Failure// Pancreas Acute Rejection:,rej_acute_pa,,,,,,
114,Contributory Cause of Graft Failure// Biopsy Proven Isletitis:,biop_islet,,,,,,
115,Contributory Cause of Graft Failure// Pancreatitis:,pancreatit,,,,,,
116,"Other, Specify:",oth_grf_fail_cause_pa_ostxt,,,,,,
117,Did patient have any acute pancreas rejection episodes between transplant and discharge:,acute_rej_epi_pa,Lkup_acute_rej_epi,,,,,
118,Pancreatitis:,compl_pancrea,,4192640,Pancreatitis,Condition,Clinical Finding,SNOMED
119,Anastomotic Leak:,compl_anaslk,,4341772,Pancreatic anastomotic leak,Condition,Clinical Finding,SNOMED
120,Abscess or Local Infection:,compl_absc,,4288876,Abscess of pancreas,Condition,Clinical Finding,SNOMED
121,Pancreas Transplant Complications//Other:,oth_compl_ostxt,,25698,Complication of transplanted pancreas,Condition,Clinical Finding,SNOMED
122,Weight Post Transplant:,wgt_kg_post_tx,,,,,,
123,Weight in Kilograms//ST=,wgt_kg_post_tx_i,lkup_field_stat_cd,,,,,
124,Are any medications given currently for maintenance or anti-rejection:,immuno_maint_med,,45768802,Immunosuppressant drug therapy,Procedure,Procedure,SNOMED
125,PX ID-RECORD KEY,px_id,,,,,,
126,TX ID-Record Key,tx_id,,,,,,
127,Transfer UNOS Provider Num,provider_num,,,,,,
128,Transfer Date,txfer_dt,,4030023,Patient transfer,Observation,Procedure,SNOMED
129,Status,status,lkup_form_status,4138595,Status,Observation,Attribute,SNOMED
130,Add Date,add_dt,,,,,,
131,Change Date,chg_dt,,,,,,
132,TxCenter Provider Number,provider_num,,,,,,
133,HIV Serostatus:,hiv_serostatus,,40758406,HIV status,Measurement,Clinical Observation,LOINC
134,HCV Serostatus:,HCV_serostatus,,40758405,Hepatitis C virus status,Measurement,Clinical Observation,LOINC
135,EBV Serostatus:,EBV_serostatus,,3053307,Epstein Barr virus Ab [Titer] in Serum,Measurement,Lab Test,LOINC
136,Cognitive Development:,cognitive_dev,lkup_cognitive_development,4137543,Cognitive developmental delay,Condition,Clinical Finding,SNOMED
137,Motor Development:,motor_dev,lkup_motor_development,44804870,Motor developmental delay,Condition,Clinical Finding,SNOMED
138,Date of Measurement:,measurement_dt,,4048365,Measurement,Measurement,Procedure,SNOMED
139,Fracture in the past year (or since last follow-up):,frac_pastyr,,,,,,
140,Specify Location and number of fractures//Spine-compression fracture:,frac_spine,,,,,,
141,Spine-compression fracture//# of fractures:,frac_spine_num,,,,,,
142,Specify Location and number of fractures//Extremity:,frac_extrem,,,,,,
143,Extremity//# of fractures:,frac_extrem_num,,,,,,
144,Specify Location and number of fractures//Other:,frac_other,,,,,,
145,Other//# of fractures:,frac_other_num,,,,,,
146,AVN (avascular necrosis):,avn,,4287786,Avascular necrosis of bone,Condition,Clinical Finding,SNOMED
147,Is growth hormone therapy used between listing and transplant:,growth_hormone,,,,,,
148,CMV Status,cmv_status,,40758408,Cytomegalovirus status,Measurement,Clinical Observation,LOINC
149,HBV Surface Antibody Total,hbv_surf_total,,3017797,Hepatitis B virus surface Ab [Presence] in Serum,Measurement,Lab Test,LOINC
150,Recovering OPO:,opo_ctr_cd,,,,,,
151,Left Kidney Final resistance at transplant:,l_fin_resist_tx,,,,,,
152,Left Kidney Final resistance at tx//ST=,l_fin_resist_tx_i,lkup_field_stat_cd,,,,,
153,Right Kidney Final resistance at transplant:,r_fin_resist_tx,,,,,,
154,Right Kidney Final resistance at tx//ST=,r_fin_resist_tx_i,lkup_field_stat_cd,,,,,
155,Left Kidney Final flow rate at transplant:,l_fin_flow_rate_tx,,,,,,
156,Left Kidney Final flow rate at tx//ST=,l_fin_flow_rate_tx_i,lkup_field_stat_cd,,,,,
157,Right Kidney Final flow rate at transplant:,r_fin_flow_rate_tx,,,,,,
158,Right Kidney Final flow rate at tx//ST=,r_fin_flow_rate_tx_i,lkup_field_stat_cd,,,,,
159,Date Insulin/Medication Resumed:,medication_res_dt,,4082385,Restart of medication,Procedure,Procedure,SNOMED
160,Kidney Primary Cause of Graft Failure//Specify:,grf_fail_cause_ki_ostxt,,,,,,
161,Kidney Graft Status:,grf_stat_ki,,,,,,
162,Kidney Date of Graft Failure:,grf_fail_dt_ki,,,,,,
163,Kidney Primary Cause of Graft Failure:,grf_fail_cause_ty_ki,lkup_ki_caus_grffail,,,,,
