UNOS_Field_#,UNOS_Source_Concept,UNOS_Name,UNOS_Lookup,OMOP_Concept_ID,OMOP_Concept_Name,OMOP_Domain,OMOP_Concept_Class,OMOP_Vocabulary
85,Pancreas Primary Cause of Graft Failure:,grf_fail_cause_ty,lkup_pa_caus_grffail,,,,,
86,Pancreas Primary Cause of Graft Failure//Specify:,grf_fail_cause_ostxt,,,,,,
87,Contributory Cause of Graft Failure// Pancreas Graft/Vascular Thrombosis:,grf_vasc_thromb,,,,,,
88,Contributory Cause of Graft Failure// Pancreas Infection:,infect,,,,,,
89,Contributory Cause of Graft Failure// Bleeding:,bleed,,,,,,
90,Contributory Cause of Graft Failure// Anastomotic Leak:,anast_lk,,,,,,
91,Contributory Cause of Graft Failure// Pancreas Acute Rejection:,rej_acute,,,,,,
92,Contributory Cause of Graft Failure// Hyperacute Rejection:,rej_hyper,,,,,,
93,Contributory Cause of Graft Failure// Biopsy Proven Isletitis:,biop_islet,,,,,,
94,Contributory Cause of Graft Failure// Pancreatitis:,pancreatit,,,,,,
95,"Other, Specify:",oth_grf_fail_cause_ostxt,,,,,,
96,Pancreatitis:,compl_pancrea,,4192640,Pancreatitis,Condition,Clinical Finding,SNOMED
97,Anastomotic Leak:,compl_anaslk,,4341772,Pancreatic anastomotic leak,Condition,Clinical Finding,SNOMED
98,Abscess or Local Infection:,compl_absc,,4288876,Abscess of pancreas,Condition,Clinical Finding,SNOMED
99,Pancreas Transplant Complications: Other,oth_compl_ostxt,,25698,Complication of transplanted pancreas,Condition,Clinical Finding,SNOMED
100,Did patient have any acute rejection episodes between transplant and discharge:,acute_rej_epi,Lkup_acute_rej_epi,4200464,Acute rejection of pancreas transplant,Condition,Clinical Finding,SNOMED
101,Are any medications given currently for maintenance or anti-rejection:,immuno_maint_med,,45768802,Immunosuppressant drug therapy,Procedure,Procedure,SNOMED
102,PX ID-RECORD KEY,px_id,,,,,,
103,TX ID-Record Key,tx_id,,,,,,
104,Transfer UNOS Provider Num,provider_num,,,,,,
105,Transfer Date,txfer_dt,,,,,,
106,Status,status,lkup_form_status,4138595,Status,Observation,Attribute,SNOMED
107,Add Date,add_dt,,,,,,
108,Change Date,chg_dt,,,,,,
109,TxCenter Provider Number,provider_num,,,,,,
110,HIV Serostatus:,hiv_serostatus,,40758406,HIV status,Measurement,Clinical Observation,LOINC
111,HCV Serostatus:,HCV_serostatus,,40758405,Hepatitis C virus status,Measurement,Clinical Observation,LOINC
112,EBV Serostatus:,EBV_serostatus,,3053307,Epstein Barr virus Ab [Titer] in Serum,Measurement,Lab Test,LOINC
113,Cognitive Development:,cognitive_dev,lkup_cognitive_development,4137543,Cognitive developmental delay,Condition,Clinical Finding,SNOMED
114,Motor Development:,motor_dev,lkup_motor_development,44804870,Motor developmental delay,Condition,Clinical Finding,SNOMED
115,Date of Measurement:,measurement_dt,,,,,,
116,CMV Status,cmv_status,,40758408,Cytomegalovirus status,Measurement,Clinical Observation,LOINC
117,HBV Surface Antibody Total,hbv_surf_total,,3017797,Hepatitis B virus surface Ab [Presence] in Serum,Measurement,Lab Test,LOINC
118,Recovering OPO:,opo_ctr_cd,,,,,,
119,"Malignancies//If yes, specify type:",malig_ty,lkup_malig_multi,,,,,
120,Malignancies between listing and transplant//Specify:,malig_ostxt,,,,,,
121,Date Insulin/Medication Resumed:,medication_res_dt,,,,,,
