UNOS_Field_#,UNOS_Source_Concept,UNOS_Name,UNOS_Lookup,OMOP_Concept_ID,OMOP_Concept_Name,OMOP_Domain,OMOP_Concept_Class,OMOP_Vocabulary
83,Acute Rejection,rej_acute,,4200464,Acute rejection of pancreas transplant,Condition,Clinical Finding,SNOMED
84,Infection,infect,,4170296,Graft infection,Condition,Clinical Finding,SNOMED
85,"Primary Cause of Graft Failure Other//Other, Specify:",grf_fail_cause_ostxt,,,,,,
86,Did patient have any acute rejection episodes between transplant and discharge:,acute_rej_epi,Lkup_acute_rej_epi,,,,,
87,Are any medications given currently for maintenance or anti-rejection:,immuno_maint_med,,4253378,Immunosuppressive therapy for transplant,Procedure,Procedure,SNOMED
88,PX ID-RECORD KEY,px_id,,,,,,
89,TX ID-Record Key,tx_id,,,,,,
90,Transfer UNOS Provider Num,provider_num,,,,,,
91,Transfer Date,txfer_dt,,,,,,
92,Status,status,lkup_form_status,4138595,Status,Observation,Attribute,SNOMED
93,Add Date,add_dt,,,,,,
94,Change Date,chg_dt,,,,,,
95,TxCenter Provider Number,provider_num,,,,,,
96,HIV Serostatus:,hiv_serostatus,,40758406,HIV status,Measurement,Clinical Observation,LOINC
97,HCV Serostatus:,HCV_serostatus,,40758405,Hepatitis C virus status,Measurement,Clinical Observation,LOINC
98,EBV Serostatus:,EBV_serostatus,,3053307,Epstein Barr virus Ab [Titer] in Serum,Measurement,Lab Test,LOINC
99,Cognitive Development:,cognitive_dev,lkup_cognitive_development,4137543,Cognitive developmental delay,Condition,Clinical Finding,SNOMED
100,Motor Development:,motor_dev,lkup_motor_development,44804870,Motor developmental delay,Condition,Clinical Finding,SNOMED
101,Date of Measurement:,measurement_dt,,,,,,
102,Hepatic Artery Thrombosis,hepatic_art_throm,,4223098,Hepatic artery thrombosis,Condition,Clinical Finding,SNOMED
103,Hepatic Outflow Obstruction:,hepatic_out_obs,,196715,Budd-Chiari syndrome,Condition,Clinical Finding,SNOMED
104,Portal Vein Thrombosis:,portal_vein_throm,,199837,Portal vein thrombosis,Condition,Clinical Finding,SNOMED
105,CMV Status,cmv_status,,40758408,Cytomegalovirus status,Measurement,Clinical Observation,LOINC
106,HBV Surface Antibody Total,hbv_surf_total,,3017797,Hepatitis B virus surface Ab [Presence] in Serum,Measurement,Lab Test,LOINC
107,Has the recipient ever had a diagnosis of HCC?,hcc_diag,,46270540,History of hepatocellular carcinoma,Observation,Context-dependent,SNOMED
108,Primary Non Function,pri_non_func,,,,,,
109,Other Vascular Thrombosis,other_vasc_thromb,,,,,,
110,Diffuse Cholangiopathy,diffuse_cholang,,,,,,
111,Recovering OPO:,opo_ctr_cd,,,,,,
