UNOS_Field_#,UNOS_Source_Concept,UNOS_Name,UNOS_Lookup,OMOP_Concept_ID,OMOP_Concept_Name,OMOP_Domain,OMOP_Concept_Class,OMOP_Vocabulary
33,Previous Transplant//Organ,don_org,,,,,,
34,Previous Transplant//Date,tx_dt,,,,,,
35,Previous Transplant//Graft Fail Date,grf_fail_dt,,,,,,
36,Previous Transplant//Organ,don_org,,,,,,
37,Previous Transplant//Date,tx_dt,,,,,,
38,Previous Transplant//Graft Fail Date,grf_fail_dt,,,,,,
39,Previous Transplant//Organ,don_org,,,,,,
40,Previous Transplant//Date,tx_dt,,,,,,
41,Previous Transplant//Graft Fail Date,grf_fail_dt,,,,,,
42,Source of Payment//Primary:,pri_payment,lkup_prim_src_pay,40771048,Payment source [ESRD],Observation,Survey,LOINC
43,Foreign Government//Specify:,pri_payment_ctry,lkup_ctry,,,,,
44,Height in cm://Height:,hgt_cm,,3036277,Body height,Measurement,Clinical Observation,LOINC
45,Height Status//ST=,hgt_cm_i,lkup_field_stat_cd,,,,,
46,Height Growth percentiles//%ile,cdc_growth_hgt,,3036798,Body height [Percentile],Measurement,Clinical Observation,LOINC
47,Weight in kg://Weight:,wgt_kg,,3025315,Body weight,Measurement,Clinical Observation,LOINC
48,Weight Status//ST=,wgt_kg_i,lkup_field_stat_cd,,,,,
49,Weight Growth percentiles//%ile,cdc_growth_wgt,,3013131,Body weight [Percentile] Per age,Measurement,Clinical Observation,LOINC
50,BMI:,bmi,,3038553,Body mass index,Measurement,Clinical Observation,LOINC
51,BMI://%ile,cdc_growth_bmi,,,,,,
52,ABO Blood Group:,abo,lkup_abo,3002529,ABO group [Type] in Blood,Measurement,Lab Test,LOINC
53,Primary Diagnosis:,dgn,lkup_th_dgn,3001410,Primary diagnosis,Observation,Claims Attachment,LOINC
54,Primary Diagnosis//Specify:,dgn_ostxt,,,,,,
55,Diabetes:,diab,lkup_diab_ty,201820,Diabetes mellitus,Condition,Clinical Finding,SNOMED
56,Any previous Malignancy:,prev_malig,,4144289,H/O: malignant neoplasm,Observation,Context-dependent,SNOMED
57,Any previous Malignancy//Specify Type:,prev_malig_ty,lkup_malig_multi,,,,,
58,Any previous Malignancy//Specify:,prev_malig_ty_ostxt,,,,,,
59,Pan-Resistant Bacterial Lung Infection:,resist_inf,,,,,,
60,PA (sys) mm/Hg:,hemo_sys,,3005606,Pulmonary artery Systolic blood pressure,Measurement,Clinical Observation,LOINC
61,PA (sys) mm/Hg//ST=,hemo_sys_i,lkup_field_stat_cd,,,,,
62,PA (sys) mm/Hg Inotropes/Vasodilators,inotrop_vaso_sys,,,,,,
63,PA (dia) mm/Hg:,hemo_dia,,3017188,Pulmonary artery Diastolic blood pressure,Measurement,Clinical Observation,LOINC
64,PA (dia) mm/Hg//ST=,hemo_dia_i,lkup_field_stat_cd,,,,,
65,PA (dia) mm/Hg Inotropes/Vasodilators,inotrop_vaso_dia,,,,,,
66,PA (mean) mm/Hg:,hemo_mn,,3028074,Pulmonary artery Mean blood pressure,Measurement,Clinical Observation,LOINC
67,PA (mean) mm/Hg//ST=,hemo_mn_i,lkup_field_stat_cd,,,,,
68,PA (mean) mm/Hg Inotropes/Vasodilators,inotrop_vaso_mn,,,,,,
69,PCW (mean) mm/Hg:,hemo_pcw,,,,,,
70,PCW (mean) mm/Hg//ST=,hemo_pcw_i,lkup_field_stat_cd,,,,,
71,PCW (mean) mm/Hg Inotropes/Vasodilators,inotrop_vaso_pcw,,,,,,
72,CO L/min:,hemo_co,,,,,,
73,CO L/min//ST=,hemo_co_i,lkup_field_stat_cd,,,,,
74,CO L/min Inotropes/Vasodilators,inotrop_vaso_co,,,,,,
75,History of Cigarette Use:,cig_use,,46274087,History of smoking,Observation,Context-dependent,SNOMED
76,Duration of Abstinence:,dur_abstain,lkup_cig_dur_abstinence,4043050,Time since stopped smoking,Observation,Observable Entity,SNOMED
77,Prior Cardiac Surgery (non-transplant):,prior_card_surg,,,,,,
78,"If yes, check all that apply:",prior_card_surg_type,lkup_card_surg_multi,,,,,
79,Prior Cardiac Surgery type//Specify:,prior_card_surg_type_ostxt,,,,,,
80,Add Date,add_dt,,,,,,
81,Change Date,chg_dt,,,,,,
82,Otis Regid,otis_regid,,,,,,
83,Recipient Center,provider_num,,,,,,
84,Status,status,lkup_form_status,4138595,Status,Observation,Attribute,SNOMED
85,Life Support://Intravenous Inotropes,inotropes,,,,,,
86,Prior Thoracic Surgery other than prior transplant:,prior_th_surg,,,,,,
87,"Prior Thoracic Surgery//If yes, number of prior sternotomies:",prior_sterno,,,,,,
88,"Prior Thoracic Surgery//If yes, number of prior thoracotomies:",prior_thoraco,,,,,,
89,Prior Thoracic Surgery//Prior congenital cardiac surgery:,prior_congen,,,,,,
90,"Prior congenital cardiac surgery//If yes, palliative surgery:",pall_surg,,4176643,Palliative procedure,Procedure,Procedure,SNOMED
91,"Prior congenital cardiac surgery//If yes, corrective surgery:",correct_surg,,,,,,
92,Date of Measurement:,measurement_dt,,,,,,
93,Cognitive Development:,cognitive_dev,lkup_cognitive_development,4137543,Cognitive developmental delay,Condition,Clinical Finding,SNOMED
94,Motor Development:,motor_dev,lkup_motor_development,44804870,Motor developmental delay,Condition,Clinical Finding,SNOMED
95,"Prior congenital cardiac surgery//If yes, single ventricular physiology:",single_vent_physiology,,,,,,
96,Total Serum Albumin:,tot_serum_album,,3024561,Albumin serum/plasma,Measurement,Lab Test,LOINC
97,Total Serum Albumin//ST=,tot_serum_album_i,lkup_field_stat_cd,,,,,
98,Country of Permanent Residence:,citizen_country,lkup_ctry,,,,,
99,Year of Entry to the U.S//ST=,yr_entry_us_i,lkup_field_stat_cd,,,,,
