UNOS_Field_#,UNOS_Source_Concept,UNOS_Name,UNOS_Lookup,OMOP_Concept_ID,OMOP_Concept_Name,OMOP_Domain,OMOP_Concept_Class,OMOP_Vocabulary
37,Previous Transplant//Graft Fail Date,grf_fail_dt,,,,,,
38,Previous Pancreas Islet Infusion:,prev_pi_tx,,,,,,
39,Source of Payment//Primary:,pri_payment,lkup_prim_src_pay,40771048,Payment source [ESRD],Observation,Survey,LOINC
40,Foreign Government//Specify:,pri_payment_ctry,lkup_ctry,,,,,
41,Height in cm://Height:,hgt_cm,,3036277,Body height,Measurement,Clinical Observation,LOINC
42,Height Status//ST=,hgt_cm_i,lkup_field_stat_cd,,,,,
43,Height Growth percentiles//%ile,cdc_growth_hgt,,3036798,Body height [Percentile],Measurement,Clinical Observation,LOINC
44,Weight in kg://Weight:,wgt_kg,,3025315,Body weight,Measurement,Clinical Observation,LOINC
45,Weight Status//ST=,wgt_kg_i,lkup_field_stat_cd,,,,,
46,Weight Growth percentiles//%ile,cdc_growth_wgt,,3013131,Body weight [Percentile] Per age,Measurement,Clinical Observation,LOINC
47,BMI:,bmi,,3038553,Body mass index,Measurement,Clinical Observation,LOINC
48,BMI://%ile,cdc_growth_bmi,,,,,,
49,ABO Blood Group:,abo,lkup_abo,3002529,ABO group [Type] in Blood,Measurement,Lab Test,LOINC
50,Primary Diagnosis:,dgn,lkup_li_dgn,3001410,Primary diagnosis,Observation,Claims Attachment,LOINC
51,Primary Diagnosis//Specify:,dgn_ostxt,,,,,,
52,Secondary Diagnosis:,dgn2,lkup_li_dgn,21494573,Secondary diagnosis,Measurement,Clinical Observation,LOINC
53,Secondary Diagnosis//Specify:,dgn2_ostxt,,,,,,
54,Diabetes:,diab,lkup_diab_ty,201820,Diabetes mellitus,Condition,Clinical Finding,SNOMED
55,Any previous Malignancy:,prev_malig,,,,,,
56,Any previous Malignancy//Specify Type:,prev_malig_ty,lkup_malig_LIIN_multi,4144289,H/O: malignant neoplasm,Observation,Context-dependent,SNOMED
57,Any previous Malignancy//Specify:,prev_malig_ty_ostxt,,,,,,
58,Previous Abdominal Surgery:,prev_abd_surg,,4058848,H/O: major abdominal surgery,Observation,Context-dependent,SNOMED
59,Spontaneous Bacterial Peritonitis:,bact_periton,,4137452,Acute bacterial peritonitis,Condition,Clinical Finding,SNOMED
60,History of Portal Vein Thrombosis:,portal_vein,,,,,,
61,Transjugular Intrahepatic Portosystemic Shunt:,tipss,,4288222,Transjugular intrahepatic portosystemic shunt,Observation,Morph Abnormality,SNOMED
62,Recipient Center,provider_num,,,,,,
63,Status,status,lkup_form_status,4138595,Status,Observation,Attribute,SNOMED
64,Add Date,add_dt,,,,,,
65,Change Date,chg_dt,,,,,,
66,Otis Regid,otis_regid,,,,,,
67,Date of Measurement:,measurement_dt,,,,,,
68,Cognitive Development:,cognitive_dev,lkup_cognitive_development,4137543,Cognitive developmental delay,Condition,Clinical Finding,SNOMED
69,Motor Development:,motor_dev,lkup_motor_development,44804870,Motor developmental delay,Condition,Clinical Finding,SNOMED
70,Country of Permanent Residence:,citizen_country,lkup_ctry,,,,,
71,Year of Entry to the U.S//ST=,yr_entry_us_i,lkup_field_stat_cd,,,,,
72,Has the candidate ever had a diagnosis of HCC?,hcc_diagnosis,,46270540,History of hepatocellular carcinoma,Observation,Context-dependent,SNOMED
73,Cholangiocarcinoma//Neoadjuvant Therapy?,neoadjuvant_therapy,,44808409,Neoadjuvant chemotherapy,Procedure,Procedure,SNOMED
