UNOS_Field_#,UNOS_Source_Concept,UNOS_Name,UNOS_Lookup,OMOP_Concept_ID,OMOP_Concept_Name,OMOP_Domain,OMOP_Concept_Class,OMOP_Vocabulary
80,PA(mean) mm/Hg:,hemo_mn,,3028074,Pulmonary artery Mean blood pressure,Measurement,Clinical Observation,LOINC
81,PA(mean) mm/Hg//ST=,hemo_mn_i,lkup_field_stat_cd,,,,,
82,PA (mean) mm/Hg Inotropes/Vasodilators:,inotrop_vaso_mn,,,,,,
83,PCW(mean) mm/Hg:,hemo_pcw,,,,,,
84,PCW(mean) mm/Hg//ST=,hemo_pcw_i,lkup_field_stat_cd,,,,,
85,PCW (mean) mm/Hg Inotropes/Vasodilators:,inotrop_vaso_pcw,,,,,,
86,CO L/min:,hemo_co,,,,,,
87,CO L/min//ST=,hemo_co_i,lkup_field_stat_cd,,,,,
88,CO L/min Inotropes/Vasodilators CO L/min Inotropes/Vasodilators,inotrop_vaso_co,,,,,,
89,Most Recent Serum Creatinine:,creat,,3016723,Creatinine serum/plasma,Measurement,Lab Test,LOINC
90,Most Recent Serum Creatinine//ST=,creat_i,lkup_field_stat_cd,,,,,
91,Most Recent Total Bilirubin:,tbili,,3024128,Total Bilirubin serum/plasma,Measurement,Lab Test,LOINC
92,Most Recent Total Bilirubin//ST=,tbili_i,lkup_field_stat_cd,,,,,
93,Chronic Steroid Use:,steroid,,,,,,
94,FVC:,fvc,,4253179,Forced vital capacity (FVC)/expected Forced vital capacity (FVC) percent,Observation,Observable Entity,SNOMED
95,FVC % predicted//ST=,fvc_i,lkup_field_stat_cd,,,,,
96,FeV1:,fev1,,3024653,FEV1,Measurement,Clinical Observation,LOINC
97,FeV1 % predicted//ST=,fev1_i,lkup_field_stat_cd,,,,,
98,pCO2:,pco2,,3027946,Carbon dioxide [Partial pressure] in Arterial blood,Measurement,Lab Test,LOINC
99,pCO2 mm/Hg//ST=,pco2_i,lkup_field_stat_cd,,,,,
100,Transfusions:,transfusions,,4182536,Transfusion,Procedure,Procedure,SNOMED
101,Infection Requiring IV Therapy within 2 wks prior to Tx:,infect_iv_drug,,,,,,
102,Dialysis:,dial_after_list,,,,,,
103,Prior Cardiac Surgery (non-transplant):,prior_cardiac_surg,,,,,,
104,"If Prior Cardiac Surgery, check all that apply//If yes, check all that apply:",prior_card_surg_type,lkup_card_surg_multi,,,,,
105,Prior Cardiac Surgery//Specify:,prior_card_surg_type_ostxt,,,,,,
106,Prior Lung Surgery (non-transplant):,prior_lung_surg,,,,,,
107,"If Prior Lung Surgery, check all that apply//If yes, check all that apply:",prior_lung_surg_type,lkup_lung_surg_multi,,,,,
108,Prior Lung Surgery//Specify:,prior_lung_surg_type_ostxt,,,,,,
109,Episode of Ventilatory Support:,vent_support,,44791135,Ventilatory support,Procedure,Procedure,SNOMED
110,"If yes, indicate most recent timeframe:",vent_timeframe,lkup_vent_timeframe,,,,,
111,Tracheostomy:,tracheostomy,,4059472,H/O: tracheostomy,Observation,Context-dependent,SNOMED
112,Multiple Organ Recipient,ki_tx,,44811577,Renal transplant recipient,Condition,Clinical Finding,SNOMED
113,Multiple Organ Recipient,pa_tx,,,,,,
114,Multiple Organ Recipient,li_tx,,45765761,Liver transplant recipient,Condition,Clinical Finding,SNOMED
115,Multiple Organ Recipient,in_tx,,,,,,
116,Multiple Organ Recipient,hr_tx,,45765760,Heart transplant recipient,Condition,Clinical Finding,SNOMED
117,Multiple Organ Recipient,lu_tx,,45765759,Lung transplant recipient,Condition,Clinical Finding,SNOMED
118,Multiple Organ Recipient,pi_tx,,,,,,
119,Multiple Organ Recipient,bm_tx,,,,,,
120,Procedure Type:,tx_procedur_ty,"lkup_hr_proc_ty, lkup_lu_proc",,,,,
121,Heart Procedure:,proc_ty_hr,lkup_hr_proc,4042673,Procedure on heart,Procedure,Procedure,SNOMED
122,"Total ischemia Time: Heart, Heart-Lung//Heart, Heart-Lung:",hr_isch,,,,,,
123,"Total ischemia Time: Heart, Heart-Lung//ST=",hr_isch_i,lkup_field_stat_cd,,,,,
124,Total ischemia Time: Left Lung//Left Lung:,lu_isch,,,,,,
125,Total ischemia Time: Left Lung//ST=,lu_isch_i,lkup_field_stat_cd,,,,,
126,Total Ischemia Time: Right lung //Right Lung (OR EN-BLOC):,lu2_isch,,,,,,
127,Total ischemia Time: Right Lung//ST=,lu2_isch_i,lkup_field_stat_cd,,,,,
128,Stroke:,pst_stroke,,381316,Cerebrovascular accident,Condition,Clinical Finding,SNOMED
129,Dialysis:,pst_dial,,,,,,
130,Ventilator Support:,post_tx_vent_support,lkup_vent_support,,,,,
131,Reintubated:,reintubated,,4202832,Intubation,Procedure,Procedure,SNOMED
132,Permanent Pacemaker:,pst_pacemaker,,4144921,Implantation of cardiac pacemaker,Procedure,Procedure,SNOMED
133,Airway Dehiscence:,pst_airway,,,,,,
134,Did patient have any acute rejection episodes between transplant and discharge:,acute_rej_epi,Lkup_acute_rej_epi,,,,,
135,Are any medications given currently for maintenance or anti-rejection:,immuno_maint_med,,45768802,Immunosuppressant drug therapy,Procedure,Procedure,SNOMED
136,PX ID-RECORD KEY,px_id,,,,,,
137,TX ID-Record Key,tx_id,,,,,,
138,Transfer UNOS Provider Num,provider_num,,,,,,
139,Transfer Date,txfer_dt,,,,,,
140,Status,status,lkup_form_status,4138595,Status,Observation,Attribute,SNOMED
141,Add Date,add_dt,,,,,,
142,Change Date,chg_dt,,,,,,
143,TxCenter Provider Number,provider_num,,,,,,
144,HIV Serostatus:,hiv_serostatus,,40758406,HIV status,Measurement,Clinical Observation,LOINC
145,HCV Serostatus:,HCV_serostatus,,40758405,Hepatitis C virus status,Measurement,Clinical Observation,LOINC
146,EBV Serostatus:,EBV_serostatus,,3053307,Epstein Barr virus Ab [Titer] in Serum,Measurement,Lab Test,LOINC
147,Cognitive Development:,cognitive_dev,lkup_cognitive_development,4137543,Cognitive developmental delay,Condition,Clinical Finding,SNOMED
148,Motor Development:,motor_dev,lkup_motor_development,44804870,Motor developmental delay,Condition,Clinical Finding,SNOMED
149,Date of Measurement:,measurement_dt,,4048365,Measurement,Measurement,Procedure,SNOMED
150,Prior Thoracic Surgery other than prior transplant:,prior_th_surg,,,,,,
151,"Prior Thoracic Surgery//If yes, number of prior sternotomies:",prior_sterno,lkup_prior_sterno,,,,,
152,"Prior Thoracic Surgery//If yes, number of prior thoracotomies:",prior_thoraco,lkup_prior_thora,,,,,
153,Prior Thoracic Surgery//Prior congenital cardiac surgery:,prior_congen,,,,,,
154,"Prior congenital cardiac surgery//If yes, palliative surgery:",pall_surg,,4176643,Palliative procedure,Procedure,Procedure,SNOMED
155,"Prior congenital cardiac surgery//If yes, corrective surgery:",correct_surg,,,,,,
156,**Most Recent Anti-A Titer:,titerA,,,,,,
157,**Most Recent Anti-A Titer://Sample Date:,titerA_dt,,,,,,
158,**Most Recent Anti-B Titer:,titerB,,,,,,
159,**Most Recent Anti-B Titer://Sample Date:,titerB_dt,,,,,,
160,**Most Recent Anti-A Titer:,preTiterA,,,,,,
161,**Most Recent Anti-A Titer://Sample Date:,preTiterA_dt,,,,,,
162,**Most Recent Anti-B Titer:,preTiterB,,,,,,
163,**Most Recent Anti-B Titer://Sample Date:,preTiterB_dt,,,,,,
164,Cardiac Index,cardiacIndex,,4208254,Cardiac index,Observation,Observable Entity,SNOMED
165,"Prior congenital cardiac surgery//If yes, single ventricular physiology:",single_vent_physiology,,,,,,
166,CMV Status,cmv_status,,40758408,Cytomegalovirus status,Measurement,Clinical Observation,LOINC
167,HBV Surface Antibody Total,hbv_surf_total,,3017797,Hepatitis B virus surface Ab [Presence] in Serum,Measurement,Lab Test,LOINC
168,Intubated at 72 hours,intubated_72hours,,,,,,
169,PaO2 at 72 Hours,PaO2_72hours,,,,,,
170,FiO2 at 72 Hours,FiO2_72hours,,,,,,
171,ECMO at 72 hours,ECMO_72hours,,,,,,
172,Inhaled NO at 72 hours,inhaledNO_72hours,,,,,,
173,PaO2 at 72 hours //ST=,PaO2_72hours_i,lkup_field_stat_cd,,,,,
174,FiO2 at 72 hours //ST=,FiO2_72hours_i,lkup_field_stat_cd,,,,,
175,Recovering OPO:,opo_ctr_cd,,,,,,
176,Graft Status:,grf_stat,,3043225,Functional status of graft,Measurement,Clinical Observation,LOINC
177,Primary Cause of Graft Failure:,grf_fail_cause_ty,lkup_prim_graft_failure,3042748,Cause of graft failure,Measurement,Clinical Observation,LOINC
178,Primary Cause of Graft Failure//Specify:,grf_fail_cause_ostxt,,,,,,
179,Date of Graft Failure:,grf_fail_dt,,,,,,
