UNOS_ID,UNOS_Source_Concept,OMOP_Concept_ID,OMOP_Concept_Name,OMOP_Domain,OMOP_Concept_Class,OMOP_Vocabulary
6701,HEMORRHAGE: NEUROLOGICAL (BRAIN),376713,Cerebral hemorrhage,Condition,Clinical Finding,SNOMED
6702,HEMORRHAGE:VARICEAL,4237283,Bleeding varices,Observation,Morph Abnormality,SNOMED
6703,HEMORRHAGE: DISSEMINATED INTRAVASCULAR COAGULATION (DIC),436093,Disseminated intravascular coagulation,Condition,Clinical Finding,SNOMED
6748,"HEMORRHAGE:OTHER, SPECIFY",,,,,
6750,INFECTION:BACTERIAL PERITONITIS,4026017,Bacterial peritonitis,Condition,Clinical Finding,SNOMED
6751,INFECTION:BACTERIAL PNEUMONIA,257315,Bacterial pneumonia,Condition,Clinical Finding,SNOMED
6752,INFECTION:BACTERIAL SEPTICEMIA,4000938,Bacterial sepsis,Condition,Clinical Finding,SNOMED
6753,INFECTION:FUNGAL PERITONITIS,4342877,Fungal peritonitis,Condition,Clinical Finding,SNOMED
6754,INFECTION:FUNGAL PNEUMONIA,4049965,Fungal pneumonia,Condition,Clinical Finding,SNOMED
6755,INFECTION:FUNGAL SEPTICEMIA,44784138,Sepsis due to fungus,Condition,Clinical Finding,SNOMED
6756,INFECTION:MIXED OTHER SPECIFY,,,,,
6757,INFECTION:OPPORTUNISTIC OTHER SPECIFY,,,,,
6758,INFECTION:URINARY TRACT,45885199,Urinary tract infection,Meas Value,Answer,LOINC
6759,INFECTION:VIRAL CMV,440032,Cytomegalovirus infection,Condition,Clinical Finding,SNOMED
6760,INFECTION:VIRAL NON-CMV,,,,,
6761,INFECTION:AIDS,4267414,AIDS,Condition,Clinical Finding,SNOMED
6798,INFECTION:OTHER SPECIFY,,,,,
6800,MALIGNANCY:PRIMARY OTHER SPECIFY,,,,,
6801,MALIGNANCY:METASTATIC OTHER SPECIFY,,,,,
6848,"MALIGNANCY:OTHER SPECIFY: (IE., LEUKEMIA)",,,,,
6850,POST-TX LYMPHOPROLIFERATIVE DISORDER,435514,Post-transplant lymphoproliferative disorder,Condition,Clinical Finding,SNOMED
6851,OPERATIVE: OTHER SPECIFY,,,,,
6852,BRAIN DEAD: NEVER RECOVERED FROM SURGERY,,,,,
6853,SUICIDE:ATTEMPTED SUICIDE-DIED LATER,4219484,Suicide attempt,Observation,Clinical Finding,SNOMED
6854,TRAUMA: MOTOR VEHICLE,,,,,
6855,TRAUMA: OTHER SPECIFY,,,,,
6856,PANCREATITIS (GRAFT),,,,,
6857,PANCREATITIS (NATIVE),,,,,
6858,RENAL FAILURE,192359,Renal failure syndrome,Condition,Clinical Finding,SNOMED
6859,MULTIPLE ORGAN SYSTEM FAILURE,4212484,Multiple organ failure,Condition,Clinical Finding,SNOMED
6860,GRAFT VS HOST DISEASE,443216,Graft versus host disease,Condition,Clinical Finding,SNOMED
6861,FLUID/ELECTROLYTE DISORDER,441830,Disorder of fluid AND/OR electrolyte,Condition,Clinical Finding,SNOMED
6862,ACID/BASE DISORDER,4096947,Disorder of acid-base balance,Condition,Clinical Finding,SNOMED
6863,IMMUNOSUPPRESSIVE DRUG RELATED - HEMATOLOGIC,,,,,
6864,IMMUNOSUPPRESSIVE DRUG RELATED - NON-HEMATOLOGIC,,,,,
6865,NON-IMMUNO DRUG RELATED - HEMATOLOGIC,,,,,
6866,"NON-IMMUNO DRUG RELATED - NON-HEMATOLOGIC, SPECIFY DRUG",,,,,
998,UNKNOWN,45877986,Unknown,Meas Value,Answer,LOINC
999,OTHER SPECIFY,45883153,"Other, specify",Meas Value,Answer,LOINC
