UNOS_ID,UNOS_Source_Concept,OMOP_Concept_ID,OMOP_Concept_Name,OMOP_Domain,OMOP_Concept_Class,OMOP_Vocabulary
670,67 YEAR,,,,,
680,68 YEAR,,,,,
690,69 YEAR,,,,,
700,70 YEAR,,,,,
710,71 YEAR,,,,,
720,72 YEAR,,,,,
730,73 YEAR,,,,,
740,74 YEAR,,,,,
750,75 YEAR,,,,,
760,76 YEAR,,,,,
770,77 YEAR,,,,,
780,78 YEAR,,,,,
790,79 YEAR,,,,,
800,GRAFT FAILURE,4151240,Transplanted organ failure,Condition,Clinical Finding,SNOMED
801,1 YEAR AFTER GRAFT FAILURE,,,,,
802,2 YEAR AFTER GRAFT FAILURE,,,,,
803,3 YEAR AFTER GRAFT FAILURE,,,,,
804,4 YEAR AFTER GRAFT FAILURE,,,,,
805,5 YEAR AFTER GRAFT FAILURE,,,,,
806,6 YEAR AFTER GRAFT FAILURE,,,,,
807,7 YEAR AFTER GRAFT FAILURE,,,,,
808,8 YEAR AFTER GRAFT FAILURE,,,,,
809,9 YEAR AFTER GRAFT FAILURE,,,,,
810,10 YEAR AFTER GRAFT FAILURE,,,,,
811,11 YEAR AFTER GRAFT FAILURE,,,,,
812,12 YEAR AFTER GRAFT FAILURE,,,,,
813,13 YEAR AFTER GRAFT FAILURE,,,,,
814,14 YEAR AFTER GRAFT FAILURE,,,,,
815,15 YEAR AFTER GRAFT FAILURE,,,,,
816,16 YEAR AFTER GRAFT FAILURE,,,,,
817,17 YEAR AFTER GRAFT FAILURE,,,,,
818,18 YEAR AFTER GRAFT FAILURE,,,,,
819,19 YEAR AFTER GRAFT FAILURE,,,,,
820,20 YEAR AFTER GRAFT FAILURE,,,,,
821,21 YEAR AFTER GRAFT FAILURE,,,,,
822,22 YEAR AFTER GRAFT FAILURE,,,,,
823,23 YEAR AFTER GRAFT FAILURE,,,,,
824,24 YEAR AFTER GRAFT FAILURE,,,,,
825,25 YEAR AFTER GRAFT FAILURE,,,,,
826,26 YEAR AFTER GRAFT FAILURE,,,,,
827,27 YEAR AFTER GRAFT FAILURE,,,,,
828,28 YEAR AFTER GRAFT FAILURE,,,,,
829,29 YEAR AFTER GRAFT FAILURE,,,,,
830,30 YEAR AFTER GRAFT FAILURE,,,,,
831,31 YEAR AFTER GRAFT FAILURE,,,,,
832,32 YEAR AFTER GRAFT FAILURE,,,,,
833,33 YEAR AFTER GRAFT FAILURE,,,,,
834,34 YEAR AFTER GRAFT FAILURE,,,,,
835,35 YEAR AFTER GRAFT FAILURE,,,,,
836,36 YEAR AFTER GRAFT FAILURE,,,,,
837,37 YEAR AFTER GRAFT FAILURE,,,,,
838,38 YEAR AFTER GRAFT FAILURE,,,,,
839,39 YEAR AFTER GRAFT FAILURE,,,,,
840,40 YEAR AFTER GRAFT FAILURE,,,,,
841,41 YEAR AFTER GRAFT FAILURE,,,,,
842,42 YEAR AFTER GRAFT FAILURE,,,,,
843,43 YEAR AFTER GRAFT FAILURE,,,,,
844,44 YEAR AFTER GRAFT FAILURE,,,,,
845,45 YEAR AFTER GRAFT FAILURE,,,,,
846,46 YEAR AFTER GRAFT FAILURE,,,,,
847,47 YEAR AFTER GRAFT FAILURE,,,,,
848,48 YEAR AFTER GRAFT FAILURE,,,,,
849,49 YEAR AFTER GRAFT FAILURE,,,,,
850,50 YEAR AFTER GRAFT FAILURE,,,,,
900,LOST TO FOLLOW UP:REPORTED ALIVE,,,,,
998,LOST TO FOLLOW UP,4163894,Lost to follow-up,Observation,Clinical Finding,SNOMED
999,RECIPIENT DEATH,,,,,
