UNOS_ID,UNOS_Source_Concept,OMOP_Concept_ID,OMOP_Concept_Name,OMOP_Domain,OMOP_Concept_Class,OMOP_Vocabulary
2301,PULM: BRONCHIOLITIS,4165112,Bronchiolitis,Condition,Clinical Finding,SNOMED
2302,PULM: PRIMARY PULMONARY HYPERTENSION,,,,,
2303,PULM: PULMONARY EMBOLISM,440417,Pulmonary embolism,Condition,Clinical Finding,SNOMED
2304,PULM: RESPIRATORY FAILURE,4256228,Respiratory failure,Condition,Clinical Finding,SNOMED
2305,PULM: ACUTE RESPIRATORY DISTRESS DISEASE,4191650,Acute respiratory distress,Condition,Clinical Finding,SNOMED
2399,PULM: OTHER SPECIFY,,,,,
2400,CEREBROVASCULAR: STROKE,381316,Cerebrovascular accident,Condition,Clinical Finding,SNOMED
2401,CEREBROVASCULAR: HEMORRHAGE (NON-STROKE),,,,,
2402,CEREBROVASCULAR: BRAIN ANOXIA,4306574,Anoxia of brain,Condition,Clinical Finding,SNOMED
2403,CEREBROVASCULAR: DEGENERATIVE BRAIN DISEASE,4100231,Cerebral degeneration due to cerebrovascular disease,Condition,Clinical Finding,SNOMED
2499,CEREBROVASCULAR: OTHER SPECIFY,,,,,
2500,HEMORRHAGE: GASTROINTESTINAL,192671,Gastrointestinal hemorrhage,Condition,Clinical Finding,SNOMED
2501,HEMORRHAGE: INTRAOPERATIVE,4308716,Intraoperative hemorrhage,Condition,Clinical Finding,SNOMED
2502,HEMORRHAGE: DISSEMINATED INTRAVAS COAGULATION,436093,Disseminated intravascular coagulation,Condition,Clinical Finding,SNOMED
2503,HEMORRHAGE: POST-OPERATIVE,4002836,Postoperative hemorrhage,Condition,Clinical Finding,SNOMED
2504,HEMORRHAGE: RESPIRATORY,4317284,Respiratory tract hemorrhage,Condition,Clinical Finding,SNOMED
2599,HEMORRHAGE: OTHER SPECIFY,,,,,
2600,MALIG: METASTATIC OTHER SPECIFY,,,,,
2601,MALIG: PRIMARY OTHER SPECIFY,,,,,
2602,MALIG: POST-TX LYMPHOPROLIFERATIVE DISORDER,435514,Post-transplant lymphoproliferative disorder,Condition,Clinical Finding,SNOMED
2603,MALIG: LYMPHOMA,45881968,Lymphoma,Meas Value,Answer,LOINC
2604,MALIG: SKIN,4155297,Malignant neoplasm of skin,Condition,Clinical Finding,SNOMED
2699,MALIG: OTHER SPECIFY,,,,,
2700,DIABETES MELLITUS,201820,Diabetes mellitus,Condition,Clinical Finding,SNOMED
2701,INTRAOP: NOT HEMORRHAGE - OTHER SPECIFY,,,,,
2702,PANCREATITIS,4192640,Pancreatitis,Condition,Clinical Finding,SNOMED
2703,RENAL FAILURE,192359,Renal failure syndrome,Condition,Clinical Finding,SNOMED
2704,LIVER FAILURE,4245975,Hepatic failure,Condition,Clinical Finding,SNOMED
2705,MULTIPLE ORGAN FAILURE,4212484,Multiple organ failure,Condition,Clinical Finding,SNOMED
2706,FLUID/ELECTROLYTE DISORDER,441830,Disorder of fluid AND/OR electrolyte,Condition,Clinical Finding,SNOMED
2707,ACID/BASE DISORDER,4096947,Disorder of acid-base balance,Condition,Clinical Finding,SNOMED
2708,AMYLOIDOSIS,432595,Amyloidosis,Condition,Clinical Finding,SNOMED
2709,HEMATOLOGIC OTHER SPECIFY,,,,,
2710,IMMUNOSUPPRESSIVE DRUG RELATED - HEMATOLOGIC,,,,,
2711,IMMUNOSUPPRESSIVE DRUG RELATED - NON-HEMATOLOGIC,,,,,
2712,NON-IMMUNO DRUG RELATED - HEMATOLOGIC,,,,,
2713,"NON-IMMUNO - NON-HEMATOLOGIC, SPECIFY DRUG",,,,,
2800,MOTOR VEHICLE ACCIDENT,437165,Motor vehicle traffic accident,Observation,Clinical Finding,SNOMED
2801,SUICIDE,440925,Suicide,Observation,Clinical Finding,SNOMED
2802,NON-COMPLIANCE,4106639,Non-compliant,Observation,Qualifier Value,SNOMED
2803,TRAUMA OTHER SPECIFY,,,,,
998,UNKNOWN,45877986,Unknown,Meas Value,Answer,LOINC
999,OTHER SPECIFY,45883153,"Other, specify",Meas Value,Answer,LOINC
