UNOS_ID,UNOS_Source_Concept,OMOP_Concept_ID,OMOP_Concept_Name,OMOP_Domain,OMOP_Concept_Class,OMOP_Vocabulary
4805,INF: OPPORTUNISTIC,4247535,Opportunistic infectious disease,Condition,Clinical Finding,SNOMED
4806,INF: VIRAL,440029,Viral disease,Condition,Clinical Finding,SNOMED
4810,INF: OTHER SPECIFY,,,,,
4811,INFECTION,432250,Disorder due to infection,Condition,Clinical Finding,SNOMED
4850,MALIGNANCY: PRIMARY OTHER SPECIFY,,,,,
4851,MALIGNANCY: METASTATIC OTHER SPECIFY,,,,,
4855,MALIGNANCY: OTHER SPECIFY,,,,,
4856,MALIGNANCY,4312326,"Neoplasm, malignant",Observation,Morph Abnormality,SNOMED
4860,POST-TX LYMPHOPROLIFERATIVE DISORDER,435514,Post-transplant lymphoproliferative disorder,Condition,Clinical Finding,SNOMED
4900,OPERATIVE: OTHER SPECIFY,,,,,
4910,BRAIN DEAD:NEVER RECOVERED FROM SURGERY,,,,,
4920,SUICIDE:ATTEMPTED SUICIDE - DIED LATER,4219484,Suicide attempt,Observation,Clinical Finding,SNOMED
4930,TRAUMA: MOTOR VEHICLE,4168046,Vehicle accident,Observation,Event,SNOMED
4935,TRAUMA: OTHER SPECIFY,,,,,
4940,DIABETES MELLITUS,201820,Diabetes mellitus,Condition,Clinical Finding,SNOMED
4941,FLUID/ELECTROLYTE DISORDER,441830,Disorder of fluid AND/OR electrolyte,Condition,Clinical Finding,SNOMED
4942,ACID/BASE DISORDER,4096947,Disorder of acid-base balance,Condition,Clinical Finding,SNOMED
4945,ACUTE PANCREATITIS,199074,Acute pancreatitis,Condition,Clinical Finding,SNOMED
4950,AIDS,4267414,AIDS,Condition,Clinical Finding,SNOMED
4951,IMMUNOSUPPRESSIVE DRUG RELATED - HEMATOLOGIC,,,,,
4952,IMMUNOSUPPRESSIVE DRUG RELATED - NON-HEMATOLOGIC,,,,,
4953,NON-IMMUNO DRUG RELATED - HEMATOLOGIC,,,,,
4954,"NON-IMMUNO DRUG RELATED - NON-HEMATOLOGIC, SPECIFY DRUG",,,,,
